time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2008-01-18 24:00:00,62260132.322067,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -361.846625,    0.000000,    0.000000,    0.000000,   46.785068,3926372.050038,    0.000000,    0.000000,    0.000000,    0.000000,    0.099150,    5.517688,    5.512346,    5.517688,   17.601000,   -2.654172,   47.152549,   63.016247,    0.000000,    0.000000,    0.144051,    3.392067,    1.473967,  302.832540,    0.407015,    0.001300,    0.001300,    0.000000
2008-01-19 24:00:00,62259932.554150,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -202.968609,    0.000000,    0.000000,    0.000000,   46.785016,3926356.028697,    0.000000,    0.000000,    0.000000,    0.000000,    0.099048,    6.395187,    5.512346,    6.395187,   18.495561,   -1.488400,    1.271824,   47.306705,    0.000000,    0.000000,    0.032193,    0.804581,    0.717861,  230.281617,    0.547490,    0.001300,    0.001300,    0.000000
2008-01-20 24:00:00,62259665.503087,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -271.328494,    0.000000,    0.000000,    0.000000,   46.784947,3926334.611263,    0.000000,    0.000000,    0.000000,    0.000000,    0.098940,    7.446147,    5.512346,    7.446147,   19.288387,   -1.986627,   -0.850312,   43.924021,    0.000000,    0.000000,    0.078114,    1.907991,    1.105461,   48.469917,    0.547455,    0.001300,    0.001300,    0.000000
2008-01-21 24:00:00,62258557.521103,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1125.713912,    0.000000,    0.000000,    0.000000,   46.784660,3926245.751364,    0.000000,    0.000000,    0.000000,    0.000000,    0.098826,    5.700023,    5.700023,    5.700023,   23.520211,   -8.253610,    9.827614,   -9.061736,    0.000000,    0.000000,    0.062238,    1.532880,    0.990854,    0.000000,    0.163681,    0.001300,    0.001300,    0.000000
2008-01-22 24:00:00,62258177.341295,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -386.258146,    0.000000,    0.000000,    0.000000,   46.784562,3926215.261031,    0.000000,    0.000000,    0.000000,    0.000000,    0.098707,    5.915895,    5.722720,    5.915895,   18.828929,   -2.832414,   11.230754,   57.934570,    0.000000,    0.000000,    0.062238,    1.532878,    0.990853,  266.621653,    0.564979,    0.001300,    0.001300,    0.000000
2008-01-23 24:00:00,62257836.482392,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -346.306165,    0.000000,    0.000000,    0.000000,   46.784474,3926187.924226,    0.000000,    0.000000,    0.000000,    0.000000,    0.098583,    5.945108,    5.945108,    5.945108,   19.298932,   -2.538828,   36.523683,   50.893204,    0.000000,    0.000000,    0.250559,    5.606907,    1.895034,    0.000000,    0.163681,    0.001300,    0.001300,    0.000000
2008-01-24 24:00:00,62251769.506038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-6163.541200,    0.000000,    0.000000,    0.000000,   46.782904,3925701.354124,    0.000000,    0.000000,    0.000000,    0.000000,    0.098453,    5.808929,    5.808929,    5.808929,   28.913725,  -45.195766,  -19.935591,  -67.441958,    0.000000,    0.000000,    0.401502,    8.514419,    2.335248,    0.000000,    0.163679,    0.001300,    0.001300,    0.000000
2008-01-25 24:00:00,62250839.301688,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -944.940215,    0.000000,    0.000000,    0.000000,   46.782663,3925626.751950,    0.000000,    0.000000,    0.000000,    0.000000,    0.098317,    5.976042,    5.970494,    5.976042,   20.469022,   -6.929129,   55.130908,   60.355372,    0.000000,    0.000000,    0.232512,    5.243396,    1.832575,  209.915924,    0.266612,    0.001300,    0.001300,    0.000000
2008-01-26 24:00:00,62249950.298174,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -903.070148,    0.000000,    0.000000,    0.000000,   46.782433,3925555.454074,    0.000000,    0.000000,    0.000000,    0.000000,    0.098176,    6.080377,    6.078376,    6.080377,   24.135789,   -6.620834,   39.933842,   23.464473,    0.000000,    0.000000,    0.214290,    4.872051,    1.766491,  295.925336,    0.379517,    0.001300,    0.001300,    0.000000
2008-01-27 24:00:00,62249878.882088,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,  -72.545320,    0.000000,    0.000000,    0.000000,   46.782414,3925549.726520,    0.000000,    0.000000,    0.000000,    0.000000,    0.098030,    6.137815,    6.137815,    6.137815,   26.102384,   -0.531860,   22.167024,   -3.238886,    0.000000,    0.000000,    0.110644,    2.654034,    1.303793,    0.000000,    0.163678,    0.001300,    0.001300,    0.000000
2008-01-28 24:00:00,62249403.548690,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -482.846934,    0.000000,    0.000000,    0.000000,   46.782291,3925511.604891,    0.000000,    0.000000,    0.000000,    0.000000,    0.097878,    6.222595,    6.215996,    6.222595,   23.059840,   -3.539829,   19.027211,   27.058695,    0.000000,    0.000000,    0.232511,    5.243360,    1.832569,  192.869761,    0.257825,    0.001300,    0.001300,    0.000000
2008-01-29 24:00:00,62246681.426128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2765.063996,    0.000000,    0.000000,    0.000000,   46.781587,3925293.291291,    0.000000,    0.000000,    0.000000,    0.000000,    0.097721,    6.224180,    6.224180,    6.224180,   27.248446,  -20.269516,   -4.428150,   -0.674098,    0.000000,    0.000000,    0.110643,    2.653996,    1.303784,    0.000000,    0.163677,    0.001300,    0.001300,    0.000000
2008-01-30 24:00:00,62242061.886023,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-4692.061913,    0.000000,    0.000000,    0.000000,   46.780392,3924922.805241,    0.000000,    0.000000,    0.000000,    0.000000,    0.097559,    6.151056,    6.151056,    6.151056,   24.656626,  -34.402473,  -20.954017,  -24.819981,    0.000000,    0.000000,    0.459907,    9.590058,    2.478370,    0.000000,    0.163675,    0.001300,    0.001300,    0.000000
2008-01-31 24:00:00,62230242.477751,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-12002.994453,    0.000000,    0.000000,    0.000000,   46.777333,3923974.891428,    0.000000,    0.000000,    0.000000,    0.000000,    0.097392,    5.952376,    5.952376,    5.952376,   34.862687,  -88.035460,  -46.246107,  -52.059392,    0.000000,    0.000000,    0.324925,    7.065543,    2.127297,    0.000000,    0.163672,    0.001300,    0.001300,    0.000000
2008-02-01 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,1140708.593190,-4699.624929,1256702.922250,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.097219,    5.813293,    5.813293,    5.813293,   18.377819,  -34.413454,  -23.744516,  -10.882467,    0.000000,    0.000000,    0.099606,    2.405691,    1.241296,    0.000000,    0.163633,    0.001300,    0.001300,    0.000000
2008-02-02 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,1166612.699724,-2227.398748,1191992.497517,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.097042,    5.823443,    5.823443,    5.823443,    9.927754,  -16.312352,   11.090045,    1.779114,    0.000000,    0.000000,    0.438570,    9.212720,    2.429122,    0.000000,    0.163632,    0.001300,    0.001300,    0.000000
2008-02-03 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,3414542.671291,-1328.256778,3517508.284547,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.096859,    5.820867,    5.820867,    5.820867,    9.249835,   -9.726725,   -1.939231,   25.197397,    0.000000,    0.000000,    0.129003,    3.069744,    1.402189,    0.000000,    0.159736,    0.001300,    0.001300,    0.000000
2008-02-04 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,1133316.807762,-2946.020131,1157782.200822,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.096671,    5.839244,    5.821402,    5.839244,   34.470318,  -21.574384,    4.860072,    7.035643,    0.000000,    0.000000,    0.141421,    3.337723,    1.462112,  545.095459,    0.361036,    0.001300,    0.001300,    0.000000
2008-02-05 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,2465943.407730,-1987.605793,2525535.200935,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.096478,    5.811562,    5.809704,    5.811562,   21.542400,  -14.555755,   -6.433741,   34.779182,    0.000000,    0.000000,    0.147557,    3.474424,    1.491753,  336.595158,    0.498185,    0.001300,    0.001300,    0.000000
2008-02-06 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,385507.587018,-2550.620801,393872.390218,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.096281,    5.822022,    5.815387,    5.822022,   33.411972,  -18.678948,    5.822097,  -13.015228,    0.000000,    0.000000,    0.254594,    5.690098,    1.909041,  199.977552,    0.255365,    0.001300,    0.001300,    0.000000
2008-02-07 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,679965.432048, -268.337302,691326.035363,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.096079,    6.126398,    6.126398,    6.126398,   19.180560,   -1.964570,   97.471465,   73.272280,    0.000000,    0.000000,    0.358172,    7.706858,    2.221744,    0.000000,    0.163661,    0.001300,    0.001300,    0.000000
2008-02-08 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,696315.700093, -147.048295,707235.999074,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.095871,    6.353839,    6.218086,    6.353839,   35.828089,   -1.076403,   56.020272,   58.705365,    0.000000,    0.000000,    0.280789,    6.211764,    1.994633,  166.868019,    0.330831,    0.001300,    0.001300,    0.000000
2008-02-09 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,96919.280189,  -87.855300,98356.124987,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.095660,    6.531889,    6.455496,    6.531889,   20.711064,   -0.642934,   49.674027,   66.713172,    0.000000,    0.000000,    0.175465,    4.065059,    1.613574,  395.604533,    0.301806,    0.001300,    0.001300,    0.000000
2008-02-10 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,31715.285158, -628.510970,32763.735634,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.095443,    6.634709,    6.540009,    6.634709,   20.488014,   -4.599107,    4.338606,   53.147468,    0.000000,    0.000000,    0.140783,    3.321197,    1.458488,  365.876001,    0.712092,    0.001300,    0.001300,    0.000000
2008-02-11 24:00:00,62315799.875649,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2072.776273,    0.000000,    0.000000,    0.000000,   46.799473,3930836.574975,    0.000000,    0.000000,    0.000000,    0.000000,    0.095222,    6.628412,    6.628412,    6.628412,   50.495848,  -15.167613,    0.664761,  -33.724752,    0.000000,    0.000000,    0.139107,    3.284555,    1.450420,    0.000000,    0.163700,    0.001300,    0.001300,    0.000000
2008-02-12 24:00:00,62313588.400694,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2249.418018,    0.000000,    0.000000,    0.000000,   46.798900,3930659.215194,    0.000000,    0.000000,    0.000000,    0.000000,    0.094997,    6.531756,    6.531756,    6.531756,   65.452811,  -16.462041,    2.988658, -124.886859,    0.000000,    0.000000,    0.137451,    3.248383,    1.442411,    0.000000,    0.163699,    0.001300,    0.001300,    0.000000
2008-02-13 24:00:00,62311289.562425,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2338.172966,    0.000000,    0.000000,    0.000000,   46.798306,3930474.848896,    0.000000,    0.000000,    0.000000,    0.000000,    0.094767,    6.441399,    6.441399,    6.441399,   70.972342,  -17.113884,    6.752299, -128.709731,    0.000000,    0.000000,    0.056257,    1.389695,    0.943442,    0.000000,    0.163698,    0.001300,    0.001300,    0.000000
2008-02-14 24:00:00,62308861.072746,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2469.923605,    0.000000,    0.000000,    0.000000,   46.797677,3930280.084585,    0.000000,    0.000000,    0.000000,    0.000000,    0.094532,    6.406029,    6.362751,    6.406029,   39.499453,  -18.080684,   -2.651276,  -45.453803,    0.000000,    0.000000,    0.110671,    2.654727,    1.303963,  789.686523,    0.640888,    0.001300,    0.001300,    0.000000
2008-02-15 24:00:00,62306196.433087,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2709.962117,    0.000000,    0.000000,    0.000000,   46.796988,3930066.381100,    0.000000,    0.000000,    0.000000,    0.000000,    0.094293,    6.472561,    6.396233,    6.472561,   19.638516,  -19.838228,   -9.202539,   43.953814,    0.000000,    0.000000,    0.057748,    1.425487,    0.955514,  801.384687,    0.393252,    0.001300,    0.001300,    0.000000
2008-02-16 24:00:00,62303914.690588,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2320.434860,    0.000000,    0.000000,    0.000000,   46.796397,3929883.385879,    0.000000,    0.000000,    0.000000,    0.000000,    0.094051,    6.469488,    6.396233,    6.469488,   26.385723,  -16.986617,   -5.013540,    4.751566,    0.000000,    0.000000,    0.041011,    1.020419,    0.808434, 2430.227007,    0.500498,    0.001300,    0.001300,    0.000000
2008-02-17 24:00:00,62301650.043098,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2302.943240,    0.000000,    0.000000,    0.000000,   46.795811,3929701.761673,    0.000000,    0.000000,    0.000000,    0.000000,    0.093803,    6.416709,    6.396233,    6.416709,   42.882789,  -16.859702,  -12.168088,  -48.136163,    0.000000,    0.000000,    0.078127,    1.908328,    1.105559, 1115.286588,    0.305340,    0.001300,    0.001300,    0.000000
2008-02-18 24:00:00,62298232.378273,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-3475.258419,    0.000000,    0.000000,    0.000000,   46.794927,3929427.665744,    0.000000,    0.000000,    0.000000,    0.000000,    0.093552,    6.416923,    6.400332,    6.416923,   47.672830,  -25.445144,  -18.505386,   -2.237869,    0.000000,    0.000000,    0.097238,    2.350168,    1.226888, 1012.039977,    0.691857,    0.001300,    0.001300,    0.000000
2008-02-19 24:00:00,62295027.558552,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-3258.605781,    0.000000,    0.000000,    0.000000,   46.794097,3929170.639942,    0.000000,    0.000000,    0.000000,    0.000000,    0.093297,    6.438858,    6.403018,    6.438858,   36.559582,  -23.860224,  -17.638218,   21.699503,    0.000000,    0.000000,    0.032197,    0.804680,    0.717905, 4889.139341,    0.319545,    0.001300,    0.001300,    0.000000
2008-02-20 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,233774.140367,-2036.816610,262281.124958,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.093038,    6.495423,    6.427250,    6.495423,   37.583690,  -14.906233,    5.056448,   18.526454,    0.000000,    0.000000,    0.178978,    4.139617,    1.628304,  415.686044,    0.321405,    0.001300,    0.001300,    0.000000
2008-02-21 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,1496134.809689,    0.000000,1526957.317207,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.092775,    6.712534,    6.472732,    6.712534,   13.945854,    0.000000,   30.279309,   72.544208,    0.000000,    0.000000,    0.084844,    2.066198,    1.150380,  734.892080,    0.270494,    0.001300,    0.001300,    0.000000
2008-02-22 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,1675339.005027,-1323.086015,1708448.116453,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.092508,    6.885384,    6.883652,    6.885384,   30.391645,   -9.678900,   31.622154,   20.491970,    0.000000,    0.000000,    0.104635,    2.520825,    1.270652,  406.813844,    0.294742,    0.001300,    0.001300,    0.000000
2008-02-23 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,550318.271951,  -41.337907,559310.945949,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.092238,    7.099340,    7.077679,    7.099340,   29.576042,   -0.302407,   47.091787,   71.696603,    0.000000,    0.000000,    0.170686,    3.965376,    1.593667,  393.771951,    0.298342,    0.001300,    0.001300,    0.000000
2008-02-24 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,1213477.361464,-4546.158545,1239378.423794,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.091964,    7.090594,    7.090594,    7.090594,   63.137494,  -33.249552,   -1.034746,  -40.957448,    0.000000,    0.000000,    0.221058,    5.016409,    1.792470,    0.000000,    0.163629,    0.001300,    0.001300,    0.000000
2008-02-25 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,709498.588916,-3229.972736,725030.432997,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.091686,    7.171493,    7.141017,    7.171493,   19.012614,  -23.624160,   20.724860,   36.481005,    0.000000,    0.000000,    0.209749,    4.782155,    1.750118,  325.620863,    0.662647,    0.001300,    0.001300,    0.000000
2008-02-26 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,1129457.307848,-6883.072962,1158525.931599,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.091405,    7.140980,    7.140980,    7.140980,   49.877153,  -50.339573,   -1.650928,  -16.616241,    0.000000,    0.000000,    0.171094,    3.975883,    1.595777,    0.000000,    0.163634,    0.001300,    0.001300,    0.000000
2008-02-27 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,159612.902049,-2093.937777,163961.645007,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.091120,    7.266247,    7.103074,    7.266247,   52.225833,  -15.313405,   -1.445959,  -16.580440,    0.000000,    0.000000,    0.011757,    0.302806,    0.440390, 4258.968827,    0.386073,    0.001300,    0.001300,    0.000000
2008-02-28 24:00:00,62317837.600038,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,387429.893771, -603.470165,394428.775697,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.090833,    7.242923,    7.103074,    7.242923,   58.110401,   -4.413056,    5.241302,   -6.580096,    0.000000,    0.000000,    0.144317,    3.398941,    1.475459,  357.410502,    0.341893,    0.001300,    0.001300,    0.000000
